periode,ihpb_nasional,ihpb_industri,ihpb_impor,ihpb_ekspor,kurs_tengah,kurs_jual,kurs_beli,year,bulan,ihpb_nasional_pct_change,ihpb_industri_pct_change,ihpb_impor_pct_change,kurs_tengah_pct_change,kurs_spread,target_ihpb_h1,target_change_pct_h1,target_direction_h1,target_ihpb_h2,target_change_pct_h2,target_direction_h2,target_ihpb_h3,target_change_pct_h3,target_direction_h3
2021-11,149.3540850459472,109.42952795,107.92907975,106.53630824,14285.52,14356.95,14214.1,2021,11,0.06802104123324604,0.6709074828010531,0.33770079501369565,0.6441413292433751,142.85000000000036,149.64335765629264,0.19368242271810487,stabil,149.96861753285188,0.41146011286911816,stabil,149.10337464354996,-0.1678631035234847,stabil
2021-12,149.64335765629264,110.61976658,108.40400719,106.88112067,14323.86,14395.48,14252.24,2021,12,0.1936824227181111,1.0876759246771561,0.4400365880076862,0.2683836500176451,143.23999999999978,149.96861753285188,0.2173567084122202,stabil,149.10337464354996,-0.3608466297467994,stabil,150.1820105340849,0.3599577597219254,stabil
2022-01,149.96861753285188,110.89988042,108.96784152,107.66135539,14339.84,14411.54,14268.14,2022,1,0.21735670841223076,0.25322223022177237,0.5201231436138265,0.11156210686225077,143.40000000000146,149.10337464354996,-0.576949300151004,turun,150.1820105340849,0.1422917706007858,stabil,150.22976938722115,0.17413766871063302,stabil
2022-02,149.10337464354996,107.00236810166666,107.08880740666665,106.19970846583333,14352.96,14424.72,14281.19,2022,2,-0.5769493001510084,-3.514442309200594,-1.7243932587106103,0.0914933499955195,143.52999999999884,150.1820105340849,0.7234148074203904,naik,150.22976938722115,0.7554455064239723,naik,151.031983828159,1.2934711834790038,naik
2022-03,150.1820105340849,111.07237556,109.77986293,108.46676367,14343.6,14415.32,14271.89,2022,3,0.7234148074203972,3.8036611063283043,2.512919499714039,-0.06521302922880556,143.4300000000003,150.22976938722115,0.031800648404170406,stabil,151.031983828159,0.5659621222617809,naik,151.12542369740828,0.6281798731874548,naik
2022-04,150.22976938722115,111.81554806,110.04548304,108.45696807,14382.05,14453.96,14310.14,2022,4,0.031800648404178844,0.6690885076087616,0.24195704285892017,0.2680638054602724,143.8199999999997,151.031983828159,0.5339916610469734,naik,151.12542369740828,0.5961896326143946,naik,151.3273887837447,0.7306270927531098,naik
2022-05,151.031983828159,112.80783546,110.67515735,109.26920595,14571.08,14643.94,14498.23,2022,5,0.533991661046973,0.8874323984599641,0.5721945986380428,1.3143467030082734,145.71000000000095,151.12542369740828,0.061867603722652736,stabil,151.3273887837447,0.19559099211846476,stabil,151.34341875848455,0.20620462132039294,stabil
2022-06,151.12542369740828,114.43291426,111.90765725,110.32843945,14681.79,14755.2,14608.38,2022,6,0.06186760372264288,1.4405726281098818,1.1136192886560092,0.759792685236782,146.82000000000153,151.3273887837447,0.13364070809211745,stabil,151.34341875848455,0.14424777495595167,stabil,151.69784694293566,0.37877362492859745,stabil
2022-07,151.3273887837447,114.49828828,112.33077002,110.68797442,14980.68,15055.58,14905.77,2022,7,0.1336407080921198,0.05712868576557284,0.37809099073067287,2.0357871894367108,149.8099999999995,151.34341875848455,0.010592910423336944,stabil,151.69784694293566,0.24480575668978954,stabil,151.4889264723886,0.10674715921699415,stabil
2022-08,151.34341875848455,115.94769586,112.75086072,111.43040074,14825.07,14899.19,14750.94,2022,8,0.010592910423334878,1.265877072725785,0.3739765158960573,-1.038737894408004,148.25,151.69784694293566,0.2341880389372658,stabil,151.4889264723886,0.09614406433904443,stabil,151.65804099001798,0.20788629866721306,stabil
2022-09,151.69784694293566,117.17640215,113.23433067,111.94503994,14973.4,15048.27,14898.54,2022,9,0.23418803893726636,1.059707380027275,0.42879490844918156,1.0005349047255807,149.72999999999956,151.4889264723886,-0.13772144744126266,stabil,151.65804099001798,-0.026240288652645615,stabil,152.6014284917983,0.5956455988479085,naik
2022-10,151.4889264723886,117.33546673,113.72922628,111.81169421,15409.56,15486.61,15332.51,2022,10,-0.13772144744126358,0.13574796382327392,0.43705438719134904,2.9128988740032336,154.10000000000036,151.65804099001798,0.1116349039942476,stabil,152.6014284917983,0.734378442910444,naik,152.75742782766156,0.8373558284500429,naik
2022-11,151.65804099001798,119.93452026,114.86075552,112.77069188,15649.07,15727.32,15570.83,2022,11,0.11163490399423992,2.215062165287729,0.994932680904892,1.5542948663037848,156.48999999999978,152.6014284917983,0.622049114983887,naik,152.75742782766156,0.7249116700089376,naik,152.83334906976,0.7749724789201132,naik
2022-12,152.6014284917983,121.63138846,115.08945855,112.71848625,15576.14,15654.02,15498.26,2022,12,0.6220491149838914,1.4148288552132016,0.19911329066626404,-0.46603408381457045,155.76000000000022,152.75742782766156,0.10222665502220728,stabil,152.83334906976,0.15197798621798694,stabil,151.5230845653054,-0.7066407812498611,turun
2023-01,152.75742782766156,122.07833051,115.36282342,113.02406573,15253.12,15329.38,15176.85,2023,1,0.1022266550221973,0.3674561769448026,0.23752381273149936,-2.0738128958779134,152.52999999999884,152.83334906976,0.049700524012553114,stabil,151.5230845653054,-0.8080414025750213,turun,152.94,0.11951770524992995,stabil
2023-02,152.83334906976,122.9929586,115.80795657,113.88285893,15137.85,15213.53,15062.16,2023,2,0.04970052401256364,0.7492141202939173,0.38585493732188336,-0.7557142407586204,151.3700000000008,151.5230845653054,-0.8573158361245781,turun,152.94,0.06978249896971984,stabil,153.14,0.20064399040291458,stabil
2023-03,151.5230845653054,116.81031034916668,112.96452852666664,111.23271577000004,15287.44,15363.88,15211.01,2023,3,-0.8573158361245725,-5.026831065134907,-2.455295929183121,0.9881852442717998,152.86999999999898,152.94,0.9351152260129187,naik,153.14,1.0671083151014595,naik,153.59,1.3640927655507047,naik
2023-04,152.94,124.65,116.21,114.53,14885.25,14959.68,14810.82,2023,4,0.9351152260129281,6.711470611968329,2.873000503487444,-2.6308525168373564,148.86000000000058,153.14,0.130770236694121,stabil,153.59,0.425003269255921,stabil,153.52,0.37923368641298055,stabil
2023-05,153.14,124.59,116.72,114.89,14818.76,14892.85,14744.66,2023,5,0.13077023669412213,-0.048134777376651616,0.43886068324585636,-0.4466837977192162,148.1900000000005,153.59,0.29384876583519465,stabil,153.52,0.24813895781639278,stabil,153.3,0.10447956118585935,stabil
2023-06,153.59,125.24,116.98,115.21,14935.61,15010.29,14860.94,2023,6,0.2938487658352029,0.5217112127779089,0.22275531185744768,0.7885275151227278,149.35000000000036,153.52,-0.045575883846600156,stabil,153.3,-0.18881437593592815,stabil,154.14,0.3580962302233107,stabil
2023-07,153.52,125.79,117.22,115.36,15044.08,15119.3,14968.86,2023,7,-0.045575883846604714,0.4391568189077155,0.20516327577362325,0.7262508863046024,150.4399999999987,153.3,-0.14330380406461624,stabil,154.14,0.40385617509117777,stabil,154.03,0.3322042730588789,stabil
2023-08,153.3,125.66,117.36,115.59,15251.62,15327.88,15175.36,2023,8,-0.14330380406462062,-0.10334684792114857,0.11943354376386939,1.3795459742304006,152.51999999999862,154.14,0.5479452054794357,naik,154.03,0.47619047619046945,stabil,153.98,0.44357469015001855,stabil
2023-09,154.14,125.42,117.35,115.74,15361.92,15438.73,15285.11,2023,9,0.5479452054794276,-0.1909915645392335,-0.008520790729382721,0.7232018631463388,153.61999999999898,154.03,-0.0713636953418874,stabil,153.98,-0.10380173867912067,stabil,153.97,-0.11028934734655996,stabil
2023-10,154.03,124.7,117.47,115.93,15734.05,15812.72,15655.38,2023,10,-0.07136369534188614,-0.574071121033326,0.10225820195994828,2.4224185518476826,157.34000000000015,153.98,-0.03246120885542515,stabil,153.97,-0.03895345062650281,stabil,154.03,0.0,stabil
2023-11,153.98,123.32,117.58,115.97,15558.59,15636.38,15480.8,2023,11,-0.03246120885542769,-1.1066559743384219,0.09364092959904813,-1.1151610678750812,155.57999999999993,153.97,-0.0064943499155675445,stabil,154.03,0.032471749577874645,stabil,154.09,0.07143784907131683,stabil
2023-12,153.97,124.6,118.11,116.47,15460.96,15538.27,15383.66,2023,12,-0.0064943499155645235,1.0379500486539017,0.4507569314509352,-0.6274990214408915,154.61000000000058,154.03,0.038968630252648094,stabil,154.09,0.07793726050529619,stabil,153.86,-0.0714424887965092,stabil
2024-01,154.03,123.53,118.36,116.73,15597.17,15675.16,15519.19,2024,1,0.038968630252655956,-0.8587479935794451,0.21166709000084438,0.8809931595450848,155.96999999999935,154.09,0.03895345062650281,stabil,153.86,-0.11036811010841231,stabil,153.71,-0.20775173667466934,stabil
2024-02,154.09,123.75,118.45,117.03,15656.26,15734.54,15577.98,2024,2,0.03895345062649991,0.17809439002671734,0.07603920243326456,0.378850778698947,156.5600000000013,153.86,-0.14926341748328234,stabil,153.71,-0.24660912453760495,stabil,155.53,0.9345187877214599,naik
2024-03,153.86,124.07,118.56,117.46,15699.34,15777.83,15620.84,2024,3,-0.14926341748328076,0.25858585858584693,0.09286618826509496,0.27516150089483826,156.98999999999978,153.71,-0.09749122578968261,stabil,155.53,1.0854023137917506,naik,156.02,1.4038736513713743,naik
2024-04,153.71,124.61,117.53,115.91,16078.07,16158.46,15997.68,2024,4,-0.09749122578968095,0.4352381719996856,-0.8687584345479116,2.4123944063890512,160.77999999999884,155.53,1.1840478823758982,naik,156.02,1.5028300045540317,naik,155.78,1.346691822262698,naik
2024-05,155.53,125.19,118.78,117.74,16076.96,16157.34,15996.57,2024,5,1.1840478823758938,0.4654522108979986,1.063558240449236,-0.006903813704006723,160.77000000000044,156.02,0.3150517585031885,stabil,155.78,0.1607406931138687,stabil,156.08,0.35362952485051846,stabil
2024-06,156.02,125.36,119.5,118.6,16346.97,16428.7,16265.23,2024,6,0.3150517585031931,0.13579359373752098,0.6061626536453923,1.6794841810889638,163.47000000000116,155.78,-0.15382643250865857,stabil,156.08,0.03845660812716464,stabil,156.09,0.04486604281501934,stabil
2024-07,155.78,126.06,120.0,119.41,16253.82,16335.09,16172.55,2024,7,-0.15382643250866357,0.5583918315252179,0.4184100418409997,-0.5698303722341147,162.54000000000087,156.08,0.19257927846964398,stabil,156.09,0.19899858775195936,stabil,156.16,0.2439337527282035,stabil
2024-08,156.08,126.38,120.21,119.64,15770.6,15849.45,15691.74,2024,8,0.19257927846965117,0.25384737426621395,0.17499999999999183,-2.9729626635461637,157.71000000000095,156.09,0.006406970784207397,stabil,156.16,0.05125576627369559,stabil,156.25,0.10891850333161679,stabil
2024-09,156.09,127.54,120.17,119.6,15338.35,15415.04,15261.66,2024,9,0.006406970784200716,0.9178667510682192,-0.03327510190499483,-2.7408595741442943,153.38000000000102,156.16,0.04484592222435337,stabil,156.25,0.10250496508424409,stabil,156.11,0.012813120635537337,stabil
2024-10,156.16,126.64,120.25,119.63,15574.2,15652.08,15496.33,2024,10,0.044845922224356904,-0.7056609691077353,0.06657235582923082,1.5376490952416777,155.75,156.25,0.057633196721313666,stabil,156.11,-0.0320184426229399,stabil,156.16,0.0,stabil
2024-11,156.25,126.52,120.44,119.39,15815.47,15894.55,15736.39,2024,11,0.05763319672131839,-0.09475679090334976,0.15800415800415468,1.5491646440908502,158.15999999999985,156.11,-0.08959999999999127,stabil,156.16,-0.05760000000000218,stabil,156.3,0.03200000000000728,stabil
2024-12,156.11,125.31,120.59,119.24,15948.04,16027.78,15868.3,2024,12,-0.08959999999998969,-0.956370534302875,0.1245433410826946,0.8382299103346424,159.48000000000138,156.16,0.032028697713140056,stabil,156.3,0.12170905130997227,stabil,156.9,0.5060534238677804,naik
2025-01,156.16,125.7,120.74,119.03,16232.06,16313.22,16150.9,2025,1,0.03202869771314898,0.31122815417763405,0.12438842358404312,1.780908500354883,162.3199999999997,156.3,0.08965163934427176,stabil,156.9,0.47387295081967795,stabil,153.71,-1.5689036885245828,turun
2025-02,156.3,126.25,120.72,119.01,16313.07,16394.64,16231.51,2025,2,0.08965163934426812,0.43754972155927163,-0.016564518800721295,0.4990740546794381,163.1299999999992,156.9,0.38387715930901745,stabil,153.71,-1.6570697376839434,turun,154.71,-1.017274472168908,turun
