periode,sektor,ihpb,tahun_dasar
2024-06,Pertambangan,114.64,2018
2024-07,Pertambangan,116.72,2018
2024-08,Pertambangan,117.05,2018
2024-09,Pertambangan,116.95,2018
2024-10,Pertambangan,116.79,2018
2024-11,Pertambangan,114.78,2018
2024-12,Pertambangan,113.46,2018
2025-01,Pertambangan,111.75,2018
2025-02,Pertambangan,111.69,2018
2025-03,Pertambangan,112.69,2018
2025-04,Pertambangan,114.23,2018
2025-05,Pertambangan,114.23,2018
2025-09,Pertambangan,2.0,2018
2010-01,Pertanian,222.44,2018
2010-02,Pertanian,223.86,2018
2010-03,Pertanian,224.43,2018
2010-04,Pertanian,224.58,2018
2010-05,Pertanian,225.02,2018
2010-06,Pertanian,229.48,2018
2010-07,Pertanian,233.43,2018
2010-08,Pertanian,236.64,2018
2010-09,Pertanian,238.07,2018
2010-11,Pertanian,237.87,2018
2010-12,Pertanian,239.12,2018
2011-01,Pertanian,242.24,2018
2011-02,Pertanian,231.43,2018
2011-03,Pertanian,246.59,2018
2011-04,Pertanian,247.03,2018
2011-05,Pertanian,245.06,2018
2011-06,Pertanian,243.07,2018
2011-07,Pertanian,242.87,2018
2011-08,Pertanian,245.59,2018
2011-09,Pertanian,248.04,2018
2011-10,Pertanian,252.64,2018
2011-11,Pertanian,253.31,2018
2011-12,Pertanian,253.51,2018
2012-01,Pertanian,253.23,2018
2012-02,Pertanian,254.37,2018
2012-03,Pertanian,248.78,2018
2012-04,Pertanian,257.93,2018
2012-05,Pertanian,259.6,2018
2012-06,Pertanian,258.39,2018
2012-07,Pertanian,259.2,2018
2012-08,Pertanian,260.16,2018
2012-09,Pertanian,262.54,2018
2012-10,Pertanian,265.25,2018
2012-11,Pertanian,268.34,2018
2012-12,Pertanian,267.41,2018
2013-01,Pertanian,268.03,2018
2013-02,Pertanian,266.1,2018
2013-03,Pertanian,266.09,2018
2013-04,Pertanian,263.25,2018
2013-05,Pertanian,276.72,2018
2013-06,Pertanian,279.5,2018
2013-07,Pertanian,281.45,2018
2013-08,Pertanian,281.38,2018
2013-09,Pertanian,281.83,2018
2013-10,Pertanian,283.59,2018
2013-11,Pertanian,294.42,2018
2013-12,Pertanian,298.72,2018
2014-01,Pertanian,296.49,2018
2014-02,Pertanian,300.0,2018
2014-03,Pertanian,148.2,2018
2014-04,Pertanian,151.48,2018
2014-05,Pertanian,264.48,2018
2014-06,Pertanian,160.16,2018
2014-07,Pertanian,161.47,2018
2014-08,Pertanian,160.76,2018
2014-09,Pertanian,162.03,2018
2014-10,Pertanian,161.69,2018
2014-11,Pertanian,166.03,2018
2014-12,Pertanian,170.83,2018
2015-01,Pertanian,173.05,2018
2015-02,Pertanian,179.23,2018
2015-03,Pertanian,187.34,2018
2015-04,Pertanian,201.23,2018
2015-05,Pertanian,216.79,2018
2015-06,Pertanian,175.05,2018
2015-07,Pertanian,212.08,2018
2015-08,Pertanian,203.5,2018
2015-09,Pertanian,204.45,2018
2015-10,Pertanian,207.38,2018
2015-11,Pertanian,222.62,2018
2015-12,Pertanian,233.63,2018
2016-01,Pertanian,240.51,2018
2016-02,Pertanian,257.1,2018
2016-03,Pertanian,263.79,2018
2016-04,Pertanian,262.41,2018
2016-05,Pertanian,277.04,2018
2016-06,Pertanian,303.63,2018
2016-07,Pertanian,240.68,2018
2016-08,Pertanian,311.56,2018
2016-09,Pertanian,316.03,2018
2016-10,Pertanian,351.3,2018
2016-11,Pertanian,348.58,2018
2016-12,Pertanian,349.45,2018
2017-01,Pertanian,358.46,2018
2017-02,Pertanian,367.23,2018
2017-03,Pertanian,377.35,2018
2017-04,Pertanian,377.93,2018
2017-05,Pertanian,378.33,2018
2017-06,Pertanian,380.68,2018
2017-07,Pertanian,383.96,2018
2017-08,Pertanian,358.41,2018
2017-09,Pertanian,387.21,2018
2017-10,Pertanian,387.49,2018
2017-11,Pertanian,382.57,2018
2017-12,Pertanian,368.43,2018
2018-01,Pertanian,363.12,2018
2018-02,Pertanian,363.23,2018
2018-03,Pertanian,365.86,2018
2018-04,Pertanian,365.04,2018
2018-05,Pertanian,362.75,2018
2018-06,Pertanian,362.11,2018
2018-07,Pertanian,361.9,2018
2018-08,Pertanian,366.44,2018
2018-09,Pertanian,369.68,2018
2018-10,Pertanian,370.4,2018
2018-11,Pertanian,370.66,2018
2018-12,Pertanian,372.29,2018
2019-01,Pertanian,372.08,2018
2019-02,Pertanian,371.19,2018
2019-03,Pertanian,371.22,2018
2019-04,Pertanian,373.42,2018
2019-05,Pertanian,371.45,2018
2019-06,Pertanian,366.47,2018
2019-07,Pertanian,366.92,2018
2019-08,Pertanian,365.69,2018
2019-09,Pertanian,367.63,2018
2019-10,Pertanian,369.95,2018
2019-11,Pertanian,369.31,2018
2019-12,Pertanian,360.95,2018
2020-01,Pertanian,360.01,2018
2020-02,Pertanian,364.46,2018
2020-03,Pertanian,372.77,2018
2020-04,Pertanian,375.93,2018
2020-05,Pertanian,377.71,2018
2020-06,Pertanian,379.19,2018
2020-07,Pertanian,372.05,2018
2020-08,Pertanian,370.31,2018
2020-09,Pertanian,368.95,2018
2020-10,Pertanian,369.14,2018
2020-11,Pertanian,370.07,2018
2021-02,Pertanian,1.0,2018
2025-09,Pertanian,1.0,2018
